season,week_ending,age_category,data_type,estimate
2022-23,2022-10-29,18-49 yr,Weekly Rate,0.9
2022-23,2022-10-29,40-49 yr,Weekly Rate,1.0
2022-23,2022-10-29,75+ yr,Cumulative Rate,11.0
2022-23,2022-10-29,Overall,Cumulative Rate,4.0
2022-23,2022-10-29,0-<1 yr,Weekly Rate,4.6
2022-23,2022-10-29,Adults,Cumulative Rate,4.0
2022-23,2022-10-29,0-4 yr,Weekly Rate,3.2
2022-23,2022-10-29,65+ yr,Cumulative Rate,8.0
2022-23,2022-10-29,1-4 yr,Weekly Rate,2.8
2022-23,2022-10-29,18-29 yr,Weekly Rate,0.9
2022-23,2022-10-29,75-84 yr,Weekly Rate,4.8
2022-23,2022-10-29,5-17 yr,Weekly Rate,1.3
2022-23,2022-10-29,1-4 yr,Cumulative Rate,6.0
2022-23,2022-10-29,85+ yr,Weekly Rate,6.7
2022-23,2022-10-29,Pediatrics,Cumulative Rate,4.0
2022-23,2022-10-29,85+ yr,Cumulative Rate,15.0
2022-23,2022-10-29,75-84 yr,Cumulative Rate,10.0
2022-23,2022-10-29,65-74 yr,Weekly Rate,2.8
2022-23,2022-10-29,30-39 yr,Weekly Rate,0.8
2022-23,2022-10-29,65+ yr,Weekly Rate,3.8
2022-23,2022-10-29,50-64 yr,Cumulative Rate,4.0
2022-23,2022-10-29,5-17 yr,Cumulative Rate,3.0
2022-23,2022-10-29,75+ yr,Weekly Rate,5.3
2022-23,2022-10-29,Overall,Weekly Rate,1.7
2022-23,2022-10-29,12-17 yr,Cumulative Rate,3.0
2022-23,2022-10-29,5-11 yr,Cumulative Rate,4.0
2022-23,2022-10-29,12-17 yr,Weekly Rate,1.0
2022-23,2022-10-29,18-29 yr,Cumulative Rate,2.0
2022-23,2022-10-29,Pediatrics,Weekly Rate,1.8
2022-23,2022-10-29,65-74 yr,Cumulative Rate,6.0
2022-23,2022-10-29,18-49 yr,Cumulative Rate,2.0
2022-23,2022-10-29,0-<1 yr,Cumulative Rate,11.0
2022-23,2022-11-05,1-4 yr,Cumulative Rate,9.0
2022-23,2022-11-05,5-17 yr,Weekly Rate,2.4
2022-23,2022-11-05,0-4 yr,Cumulative Rate,11.0
2022-23,2022-11-05,5-11 yr,Cumulative Rate,7.0
2022-23,2022-11-05,65+ yr,Weekly Rate,5.1
2022-23,2022-11-05,40-49 yr,Cumulative Rate,3.0
2022-23,2022-11-05,0-4 yr,Weekly Rate,3.9
2022-23,2022-11-05,Overall,Cumulative Rate,6.0
2022-23,2022-11-05,65-74 yr,Weekly Rate,4.0
2022-23,2022-11-05,5-17 yr,Cumulative Rate,6.0
2022-23,2022-11-05,85+ yr,Cumulative Rate,23.0
2022-23,2022-11-05,12-17 yr,Cumulative Rate,4.0
2022-23,2022-11-05,75+ yr,Weekly Rate,6.9
2022-23,2022-11-05,18-49 yr,Cumulative Rate,3.0
2022-23,2022-11-05,0-<1 yr,Cumulative Rate,16.0
2022-23,2022-11-05,75+ yr,Cumulative Rate,18.0
2022-23,2022-11-05,50-64 yr,Weekly Rate,2.7
2022-23,2022-11-05,0-<1 yr,Weekly Rate,5.2
2022-23,2022-11-05,65+ yr,Cumulative Rate,13.0
2022-23,2022-11-05,18-29 yr,Weekly Rate,1.3
2022-23,2022-11-05,1-4 yr,Weekly Rate,3.6
2022-23,2022-11-05,40-49 yr,Weekly Rate,1.3
2022-23,2022-11-05,85+ yr,Weekly Rate,7.5
2022-23,2022-11-05,18-49 yr,Weekly Rate,1.3
2022-23,2022-11-05,Adults,Cumulative Rate,6.0
2022-23,2022-11-05,Pediatrics,Cumulative Rate,7.0
2022-23,2022-11-05,Pediatrics,Weekly Rate,2.8
2022-23,2022-11-05,5-11 yr,Weekly Rate,3.0
2022-23,2022-11-05,12-17 yr,Weekly Rate,1.6
2022-23,2022-11-05,65-74 yr,Cumulative Rate,10.0
2022-23,2022-11-05,Adults,Weekly Rate,2.4
2022-23,2022-11-05,Overall,Weekly Rate,2.5
2022-23,2022-11-05,75-84 yr,Cumulative Rate,17.0
2022-23,2022-11-05,75-84 yr,Weekly Rate,6.6
2022-23,2022-11-05,30-39 yr,Weekly Rate,1.4
2022-23,2022-11-05,30-39 yr,Cumulative Rate,3.0
2022-23,2022-11-05,18-29 yr,Cumulative Rate,3.0
2022-23,2022-11-05,50-64 yr,Cumulative Rate,7.0
2022-23,2022-11-12,5-11 yr,Weekly Rate,3.7
2022-23,2022-11-12,18-49 yr,Cumulative Rate,5.0
2022-23,2022-11-12,Pediatrics,Cumulative Rate,10.0
2022-23,2022-11-12,75+ yr,Weekly Rate,10.0
2022-23,2022-11-12,12-17 yr,Weekly Rate,1.3
2022-23,2022-11-12,Overall,Cumulative Rate,9.0
2022-23,2022-11-12,0-<1 yr,Cumulative Rate,25.0
2022-23,2022-11-12,65-74 yr,Cumulative Rate,16.0
2022-23,2022-11-12,50-64 yr,Cumulative Rate,9.0
2022-23,2022-11-12,65+ yr,Cumulative Rate,21.0
2022-23,2022-11-12,75-84 yr,Cumulative Rate,25.0
2022-23,2022-11-12,0-<1 yr,Weekly Rate,8.9
2022-23,2022-11-12,12-17 yr,Cumulative Rate,6.0
2022-23,2022-11-12,Overall,Weekly Rate,3.2
2022-23,2022-11-12,0-4 yr,Weekly Rate,6.0
2022-23,2022-11-12,Adults,Weekly Rate,3.1
2022-23,2022-11-12,40-49 yr,Weekly Rate,1.5
2022-23,2022-11-12,5-17 yr,Cumulative Rate,8.0
2022-23,2022-11-12,85+ yr,Cumulative Rate,38.0
2022-23,2022-11-12,18-29 yr,Cumulative Rate,5.0
2022-23,2022-11-12,0-4 yr,Cumulative Rate,17.0
2022-23,2022-11-12,75-84 yr,Weekly Rate,8.2
2022-23,2022-11-12,1-4 yr,Cumulative Rate,15.0
2022-23,2022-11-12,85+ yr,Weekly Rate,14.8
2022-23,2022-11-12,5-11 yr,Cumulative Rate,11.0
2022-23,2022-11-12,5-17 yr,Weekly Rate,2.6
2022-23,2022-11-12,Pediatrics,Weekly Rate,3.5
2022-23,2022-11-12,18-49 yr,Weekly Rate,1.7
2022-23,2022-11-12,65-74 yr,Weekly Rate,6.1
2022-23,2022-11-12,18-29 yr,Weekly Rate,1.7
2022-23,2022-11-12,30-39 yr,Weekly Rate,1.8
2022-23,2022-11-12,Adults,Cumulative Rate,9.0
2022-23,2022-11-12,1-4 yr,Weekly Rate,5.2
2022-23,2022-11-12,50-64 yr,Weekly Rate,2.8
2022-23,2022-11-12,30-39 yr,Cumulative Rate,5.0
2022-23,2022-11-12,65+ yr,Weekly Rate,7.7
2022-23,2022-11-12,75+ yr,Cumulative Rate,28.0
2022-23,2022-11-12,40-49 yr,Cumulative Rate,5.0
2022-23,2022-11-19,65-74 yr,Weekly Rate,7.2
2022-23,2022-11-19,0-4 yr,Cumulative Rate,24.0
2022-23,2022-11-19,18-49 yr,Weekly Rate,1.8
2022-23,2022-11-19,18-29 yr,Weekly Rate,1.6
2022-23,2022-11-19,5-17 yr,Cumulative Rate,11.0
2022-23,2022-11-19,30-39 yr,Weekly Rate,1.9
2022-23,2022-11-19,5-11 yr,Cumulative Rate,13.0
2022-23,2022-11-19,75-84 yr,Weekly Rate,11.8
2022-23,2022-11-19,5-17 yr,Weekly Rate,2.5
2022-23,2022-11-19,Overall,Cumulative Rate,13.0
2022-23,2022-11-19,12-17 yr,Cumulative Rate,8.0
2022-23,2022-11-19,50-64 yr,Weekly Rate,4.2
2022-23,2022-11-19,1-4 yr,Cumulative Rate,21.0
2022-23,2022-11-19,5-11 yr,Weekly Rate,2.8
2022-23,2022-11-19,Adults,Cumulative Rate,13.0
2022-23,2022-11-19,65+ yr,Cumulative Rate,31.0
2022-23,2022-11-19,40-49 yr,Weekly Rate,2.0
2022-23,2022-11-19,85+ yr,Cumulative Rate,55.0
2022-23,2022-11-19,Overall,Weekly Rate,3.9
2022-23,2022-11-19,0-<1 yr,Cumulative Rate,32.0
2022-23,2022-11-19,Pediatrics,Weekly Rate,3.6
2022-23,2022-11-19,1-4 yr,Weekly Rate,6.8
2022-23,2022-11-19,40-49 yr,Cumulative Rate,7.0
2022-23,2022-11-19,65-74 yr,Cumulative Rate,23.0
2022-23,2022-11-19,75+ yr,Weekly Rate,13.4
2022-23,2022-11-19,85+ yr,Weekly Rate,17.8
2022-23,2022-11-19,75+ yr,Cumulative Rate,42.0
2022-23,2022-11-19,18-49 yr,Cumulative Rate,7.0
2022-23,2022-11-19,0-4 yr,Weekly Rate,6.9
2022-23,2022-11-19,65+ yr,Weekly Rate,9.7
2022-23,2022-11-19,18-29 yr,Cumulative Rate,6.0
2022-23,2022-11-19,75-84 yr,Cumulative Rate,37.0
2022-23,2022-11-19,30-39 yr,Cumulative Rate,7.0
2022-23,2022-11-19,50-64 yr,Cumulative Rate,14.0
2022-23,2022-11-19,0-<1 yr,Weekly Rate,7.4
2022-23,2022-11-19,Pediatrics,Cumulative Rate,14.0
2022-23,2022-11-19,12-17 yr,Weekly Rate,2.1
2022-23,2022-11-19,Adults,Weekly Rate,3.9
2022-23,2022-11-26,65-74 yr,Weekly Rate,13.3
2022-23,2022-11-26,30-39 yr,Weekly Rate,3.6
2022-23,2022-11-26,0-4 yr,Weekly Rate,11.8
2022-23,2022-11-26,50-64 yr,Weekly Rate,7.2
2022-23,2022-11-26,40-49 yr,Cumulative Rate,10.0
2022-23,2022-11-26,18-49 yr,Weekly Rate,3.3
2022-23,2022-11-26,Pediatrics,Weekly Rate,5.7
2022-23,2022-11-26,75+ yr,Cumulative Rate,68.0
2022-23,2022-11-26,85+ yr,Cumulative Rate,91.0
2022-23,2022-11-26,Overall,Cumulative Rate,20.0
2022-23,2022-11-26,12-17 yr,Cumulative Rate,10.0
2022-23,2022-11-26,18-49 yr,Cumulative Rate,10.0
2022-23,2022-11-26,18-29 yr,Weekly Rate,3.0
2022-23,2022-11-26,0-<1 yr,Cumulative Rate,47.0
2022-23,2022-11-26,Overall,Weekly Rate,6.9
2022-23,2022-11-26,75-84 yr,Cumulative Rate,59.0
2022-23,2022-11-26,18-29 yr,Cumulative Rate,9.0
2022-23,2022-11-26,Adults,Cumulative Rate,20.0
2022-23,2022-11-26,5-17 yr,Weekly Rate,3.6
2022-23,2022-11-26,65-74 yr,Cumulative Rate,36.0
2022-23,2022-11-26,5-17 yr,Cumulative Rate,14.0
2022-23,2022-11-26,5-11 yr,Cumulative Rate,18.0
2022-23,2022-11-26,12-17 yr,Weekly Rate,2.1
2022-23,2022-11-26,65+ yr,Weekly Rate,18.4
2022-23,2022-11-26,5-11 yr,Weekly Rate,5.0
2022-23,2022-11-26,50-64 yr,Cumulative Rate,21.0
2022-23,2022-11-26,65+ yr,Cumulative Rate,49.0
2022-23,2022-11-26,40-49 yr,Weekly Rate,3.5
2022-23,2022-11-26,Adults,Weekly Rate,7.3
2022-23,2022-11-26,85+ yr,Weekly Rate,35.2
2022-23,2022-11-26,75-84 yr,Weekly Rate,22.6
2022-23,2022-11-26,0-<1 yr,Weekly Rate,14.8
2022-23,2022-11-26,0-4 yr,Cumulative Rate,35.0
2022-23,2022-11-26,1-4 yr,Weekly Rate,11.0
2022-23,2022-11-26,1-4 yr,Cumulative Rate,32.0
2022-23,2022-11-26,30-39 yr,Cumulative Rate,10.0
2022-23,2022-11-26,Pediatrics,Cumulative Rate,20.0
2022-23,2022-11-26,75+ yr,Weekly Rate,26.0
2022-23,2022-12-03,0-<1 yr,Weekly Rate,17.3
2022-23,2022-12-03,30-39 yr,Weekly Rate,3.8
2022-23,2022-12-03,Pediatrics,Weekly Rate,5.4
2022-23,2022-12-03,65-74 yr,Cumulative Rate,55.0
2022-23,2022-12-03,50-64 yr,Cumulative Rate,30.0
2022-23,2022-12-03,50-64 yr,Weekly Rate,9.5
2022-23,2022-12-03,75-84 yr,Cumulative Rate,92.0
2022-23,2022-12-03,1-4 yr,Cumulative Rate,42.0
2022-23,2022-12-03,5-11 yr,Cumulative Rate,23.0
2022-23,2022-12-03,0-4 yr,Cumulative Rate,47.0
2022-23,2022-12-03,0-4 yr,Weekly Rate,11.5
2022-23,2022-12-03,75+ yr,Cumulative Rate,105.0
2022-23,2022-12-03,75-84 yr,Weekly Rate,33.1
2022-23,2022-12-03,18-29 yr,Weekly Rate,3.8
2022-23,2022-12-03,85+ yr,Cumulative Rate,140.0
2022-23,2022-12-03,18-49 yr,Weekly Rate,3.7
2022-23,2022-12-03,65+ yr,Weekly Rate,26.1
2022-23,2022-12-03,Overall,Cumulative Rate,29.0
2022-23,2022-12-03,85+ yr,Weekly Rate,49.2
2022-23,2022-12-03,1-4 yr,Weekly Rate,10.0
2022-23,2022-12-03,40-49 yr,Cumulative Rate,13.0
2022-23,2022-12-03,18-49 yr,Cumulative Rate,14.0
2022-23,2022-12-03,12-17 yr,Weekly Rate,2.1
2022-23,2022-12-03,5-11 yr,Weekly Rate,4.4
2022-23,2022-12-03,5-17 yr,Cumulative Rate,18.0
2022-23,2022-12-03,12-17 yr,Cumulative Rate,12.0
2022-23,2022-12-03,Adults,Weekly Rate,9.5
2022-23,2022-12-03,30-39 yr,Cumulative Rate,14.0
2022-23,2022-12-03,Overall,Weekly Rate,8.7
2022-23,2022-12-03,Pediatrics,Cumulative Rate,25.0
2022-23,2022-12-03,18-29 yr,Cumulative Rate,13.0
2022-23,2022-12-03,75+ yr,Weekly Rate,37.4
2022-23,2022-12-03,65-74 yr,Weekly Rate,18.5
2022-23,2022-12-03,Adults,Cumulative Rate,30.0
2022-23,2022-12-03,40-49 yr,Weekly Rate,3.4
2022-23,2022-12-03,0-<1 yr,Cumulative Rate,64.0
2022-23,2022-12-03,65+ yr,Cumulative Rate,75.0
2022-23,2022-12-03,5-17 yr,Weekly Rate,3.3
2022-23,2022-12-10,Adults,Weekly Rate,8.0
2022-23,2022-12-10,75-84 yr,Cumulative Rate,120.0
2022-23,2022-12-10,0-4 yr,Cumulative Rate,56.0
2022-23,2022-12-10,75-84 yr,Weekly Rate,27.8
2022-23,2022-12-10,65+ yr,Cumulative Rate,97.0
2022-23,2022-12-10,5-11 yr,Cumulative Rate,26.0
2022-23,2022-12-10,30-39 yr,Cumulative Rate,17.0
2022-23,2022-12-10,50-64 yr,Cumulative Rate,38.0
2022-23,2022-12-10,Overall,Weekly Rate,7.3
2022-23,2022-12-10,Adults,Cumulative Rate,38.0
2022-23,2022-12-10,65-74 yr,Cumulative Rate,70.0
2022-23,2022-12-10,85+ yr,Cumulative Rate,182.0
2022-23,2022-12-10,30-39 yr,Weekly Rate,2.9
2022-23,2022-12-10,5-11 yr,Weekly Rate,3.7
2022-23,2022-12-10,12-17 yr,Weekly Rate,1.9
2022-23,2022-12-10,1-4 yr,Cumulative Rate,52.0
2022-23,2022-12-10,85+ yr,Weekly Rate,42.7
2022-23,2022-12-10,Pediatrics,Cumulative Rate,30.0
2022-23,2022-12-10,Pediatrics,Weekly Rate,4.6
2022-23,2022-12-10,75+ yr,Weekly Rate,31.9
2022-23,2022-12-10,50-64 yr,Weekly Rate,8.2
2022-23,2022-12-10,0-<1 yr,Cumulative Rate,76.0
2022-23,2022-12-10,75+ yr,Cumulative Rate,137.0
2022-23,2022-12-10,18-49 yr,Weekly Rate,3.0
2022-23,2022-12-10,18-49 yr,Cumulative Rate,17.0
2022-23,2022-12-10,40-49 yr,Weekly Rate,3.1
2022-23,2022-12-10,12-17 yr,Cumulative Rate,14.0
2022-23,2022-12-10,0-4 yr,Weekly Rate,9.5
2022-23,2022-12-10,18-29 yr,Weekly Rate,3.0
2022-23,2022-12-10,1-4 yr,Weekly Rate,9.1
2022-23,2022-12-10,Overall,Cumulative Rate,36.0
2022-23,2022-12-10,0-<1 yr,Weekly Rate,11.4
2022-23,2022-12-10,5-17 yr,Weekly Rate,2.8
2022-23,2022-12-10,18-29 yr,Cumulative Rate,16.0
2022-23,2022-12-10,40-49 yr,Cumulative Rate,16.0
2022-23,2022-12-10,5-17 yr,Cumulative Rate,20.0
2022-23,2022-12-10,65+ yr,Weekly Rate,22.2
2022-23,2022-12-10,65-74 yr,Weekly Rate,15.7
2022-23,2022-12-17,5-17 yr,Cumulative Rate,24.0
2022-23,2022-12-17,18-29 yr,Weekly Rate,2.3
2022-23,2022-12-17,Pediatrics,Weekly Rate,4.6
2022-23,2022-12-17,85+ yr,Weekly Rate,35.6
2022-23,2022-12-17,1-4 yr,Cumulative Rate,59.0
2022-23,2022-12-17,50-64 yr,Cumulative Rate,46.0
2022-23,2022-12-17,65-74 yr,Weekly Rate,12.4
2022-23,2022-12-17,Overall,Cumulative Rate,42.0
2022-23,2022-12-17,40-49 yr,Cumulative Rate,19.0
2022-23,2022-12-17,65+ yr,Weekly Rate,18.3
2022-23,2022-12-17,0-<1 yr,Weekly Rate,15.4
2022-23,2022-12-17,0-<1 yr,Cumulative Rate,91.0
2022-23,2022-12-17,12-17 yr,Weekly Rate,1.9
2022-23,2022-12-17,5-11 yr,Weekly Rate,4.2
2022-23,2022-12-17,65-74 yr,Cumulative Rate,83.0
2022-23,2022-12-17,75-84 yr,Cumulative Rate,144.0
2022-23,2022-12-17,30-39 yr,Weekly Rate,3.0
2022-23,2022-12-17,65+ yr,Cumulative Rate,116.0
2022-23,2022-12-17,5-17 yr,Weekly Rate,3.1
2022-23,2022-12-17,Overall,Weekly Rate,6.4
2022-23,2022-12-17,0-4 yr,Cumulative Rate,65.0
2022-23,2022-12-17,Adults,Cumulative Rate,45.0
2022-23,2022-12-17,85+ yr,Cumulative Rate,218.0
2022-23,2022-12-17,30-39 yr,Cumulative Rate,20.0
2022-23,2022-12-17,18-29 yr,Cumulative Rate,19.0
2022-23,2022-12-17,75-84 yr,Weekly Rate,23.8
2022-23,2022-12-17,5-11 yr,Cumulative Rate,31.0
2022-23,2022-12-17,12-17 yr,Cumulative Rate,16.0
2022-23,2022-12-17,18-49 yr,Cumulative Rate,19.0
2022-23,2022-12-17,1-4 yr,Weekly Rate,7.1
2022-23,2022-12-17,40-49 yr,Weekly Rate,2.9
2022-23,2022-12-17,18-49 yr,Weekly Rate,2.7
2022-23,2022-12-17,75+ yr,Cumulative Rate,164.0
2022-23,2022-12-17,50-64 yr,Weekly Rate,7.1
2022-23,2022-12-17,75+ yr,Weekly Rate,27.0
2022-23,2022-12-17,Adults,Weekly Rate,6.9
2022-23,2022-12-17,0-4 yr,Weekly Rate,8.7
2022-23,2022-12-17,Pediatrics,Cumulative Rate,34.0
2022-23,2022-12-24,30-39 yr,Cumulative Rate,22.0
2022-23,2022-12-24,40-49 yr,Cumulative Rate,22.0
2022-23,2022-12-24,Pediatrics,Weekly Rate,3.3
2022-23,2022-12-24,Adults,Weekly Rate,6.2
2022-23,2022-12-24,65+ yr,Cumulative Rate,132.0
2022-23,2022-12-24,Adults,Cumulative Rate,51.0
2022-23,2022-12-24,65-74 yr,Cumulative Rate,95.0
2022-23,2022-12-24,5-11 yr,Weekly Rate,3.0
2022-23,2022-12-24,1-4 yr,Cumulative Rate,65.0
2022-23,2022-12-24,85+ yr,Weekly Rate,32.0
2022-23,2022-12-24,50-64 yr,Weekly Rate,6.5
2022-23,2022-12-24,75+ yr,Weekly Rate,24.4
2022-23,2022-12-24,Pediatrics,Cumulative Rate,38.0
2022-23,2022-12-24,75+ yr,Cumulative Rate,188.0
2022-23,2022-12-24,18-49 yr,Cumulative Rate,22.0
2022-23,2022-12-24,12-17 yr,Cumulative Rate,17.0
2022-23,2022-12-24,0-4 yr,Weekly Rate,7.0
2022-23,2022-12-24,Overall,Cumulative Rate,48.0
2022-23,2022-12-24,0-4 yr,Cumulative Rate,72.0
2022-23,2022-12-24,5-17 yr,Weekly Rate,2.1
2022-23,2022-12-24,18-29 yr,Cumulative Rate,20.0
2022-23,2022-12-24,65+ yr,Weekly Rate,16.9
2022-23,2022-12-24,75-84 yr,Cumulative Rate,165.0
2022-23,2022-12-24,75-84 yr,Weekly Rate,21.5
2022-23,2022-12-24,0-<1 yr,Cumulative Rate,101.0
2022-23,2022-12-24,5-11 yr,Cumulative Rate,34.0
2022-23,2022-12-24,50-64 yr,Cumulative Rate,52.0
2022-23,2022-12-24,65-74 yr,Weekly Rate,11.8
2022-23,2022-12-24,5-17 yr,Cumulative Rate,26.0
2022-23,2022-12-24,0-<1 yr,Weekly Rate,9.9
2022-23,2022-12-24,18-29 yr,Weekly Rate,2.0
2022-23,2022-12-24,18-49 yr,Weekly Rate,2.3
2022-23,2022-12-24,12-17 yr,Weekly Rate,1.1
2022-23,2022-12-24,30-39 yr,Weekly Rate,2.2
2022-23,2022-12-24,Overall,Weekly Rate,5.6
2022-23,2022-12-24,1-4 yr,Weekly Rate,6.3
2022-23,2022-12-24,85+ yr,Cumulative Rate,250.0
2022-23,2022-12-24,40-49 yr,Weekly Rate,2.8
2022-23,2022-12-31,75+ yr,Weekly Rate,27.5
2022-23,2022-12-31,Overall,Cumulative Rate,53.0
2022-23,2022-12-31,Pediatrics,Weekly Rate,2.4
2022-23,2022-12-31,50-64 yr,Weekly Rate,5.4
2022-23,2022-12-31,75+ yr,Cumulative Rate,216.0
2022-23,2022-12-31,85+ yr,Weekly Rate,39.3
2022-23,2022-12-31,5-17 yr,Weekly Rate,1.3
2022-23,2022-12-31,12-17 yr,Weekly Rate,0.9
2022-23,2022-12-31,85+ yr,Cumulative Rate,289.0
2022-23,2022-12-31,1-4 yr,Cumulative Rate,70.0
2022-23,2022-12-31,18-29 yr,Weekly Rate,1.2
2022-23,2022-12-31,75-84 yr,Cumulative Rate,188.0
2022-23,2022-12-31,18-29 yr,Cumulative Rate,22.0
2022-23,2022-12-31,Pediatrics,Cumulative Rate,40.0
2022-23,2022-12-31,65-74 yr,Cumulative Rate,106.0
2022-23,2022-12-31,5-11 yr,Weekly Rate,1.6
2022-23,2022-12-31,0-4 yr,Weekly Rate,5.4
2022-23,2022-12-31,30-39 yr,Weekly Rate,1.9
2022-23,2022-12-31,Overall,Weekly Rate,5.2
2022-23,2022-12-31,0-4 yr,Cumulative Rate,78.0
2022-23,2022-12-31,1-4 yr,Weekly Rate,4.9
2022-23,2022-12-31,Adults,Cumulative Rate,57.0
2022-23,2022-12-31,65-74 yr,Weekly Rate,11.8
2022-23,2022-12-31,18-49 yr,Weekly Rate,1.8
2022-23,2022-12-31,40-49 yr,Weekly Rate,2.4
2022-23,2022-12-31,Adults,Weekly Rate,5.9
2022-23,2022-12-31,0-<1 yr,Cumulative Rate,108.0
2022-23,2022-12-31,18-49 yr,Cumulative Rate,23.0
2022-23,2022-12-31,50-64 yr,Cumulative Rate,58.0
2022-23,2022-12-31,65+ yr,Cumulative Rate,151.0
2022-23,2022-12-31,5-11 yr,Cumulative Rate,35.0
2022-23,2022-12-31,0-<1 yr,Weekly Rate,7.4
2022-23,2022-12-31,75-84 yr,Weekly Rate,23.1
2022-23,2022-12-31,40-49 yr,Cumulative Rate,25.0
2022-23,2022-12-31,30-39 yr,Cumulative Rate,24.0
2022-23,2022-12-31,12-17 yr,Cumulative Rate,18.0
2022-23,2022-12-31,65+ yr,Weekly Rate,18.1
2022-23,2022-12-31,5-17 yr,Cumulative Rate,27.0
2022-23,2023-01-07,5-17 yr,Weekly Rate,0.4
2022-23,2023-01-07,0-<1 yr,Cumulative Rate,111.0
2022-23,2023-01-07,5-17 yr,Cumulative Rate,27.0
2022-23,2023-01-07,75-84 yr,Cumulative Rate,202.0
2022-23,2023-01-07,65+ yr,Weekly Rate,10.7
2022-23,2023-01-07,18-29 yr,Cumulative Rate,22.0
2022-23,2023-01-07,18-29 yr,Weekly Rate,0.7
2022-23,2023-01-07,0-<1 yr,Weekly Rate,2.5
2022-23,2023-01-07,Pediatrics,Weekly Rate,0.9
2022-23,2023-01-07,Overall,Cumulative Rate,56.0
2022-23,2023-01-07,75+ yr,Cumulative Rate,232.0
2022-23,2023-01-07,30-39 yr,Weekly Rate,1.3
2022-23,2023-01-07,Adults,Weekly Rate,3.5
2022-23,2023-01-07,0-4 yr,Weekly Rate,2.2
2022-23,2023-01-07,0-4 yr,Cumulative Rate,80.0
2022-23,2023-01-07,18-49 yr,Weekly Rate,1.1
2022-23,2023-01-07,40-49 yr,Cumulative Rate,26.0
2022-23,2023-01-07,18-49 yr,Cumulative Rate,24.0
2022-23,2023-01-07,12-17 yr,Cumulative Rate,18.0
2022-23,2023-01-07,75+ yr,Weekly Rate,16.5
2022-23,2023-01-07,Pediatrics,Cumulative Rate,41.0
2022-23,2023-01-07,85+ yr,Weekly Rate,24.3
2022-23,2023-01-07,50-64 yr,Weekly Rate,3.2
2022-23,2023-01-07,12-17 yr,Weekly Rate,0.3
2022-23,2023-01-07,1-4 yr,Cumulative Rate,72.0
2022-23,2023-01-07,1-4 yr,Weekly Rate,2.2
2022-23,2023-01-07,65-74 yr,Cumulative Rate,113.0
2022-23,2023-01-07,85+ yr,Cumulative Rate,314.0
2022-23,2023-01-07,40-49 yr,Weekly Rate,1.5
2022-23,2023-01-07,5-11 yr,Weekly Rate,0.6
2022-23,2023-01-07,Adults,Cumulative Rate,60.0
2022-23,2023-01-07,65+ yr,Cumulative Rate,161.0
2022-23,2023-01-07,Overall,Weekly Rate,3.0
2022-23,2023-01-07,50-64 yr,Cumulative Rate,61.0
2022-23,2023-01-07,5-11 yr,Cumulative Rate,36.0
2022-23,2023-01-07,30-39 yr,Cumulative Rate,25.0
2022-23,2023-01-07,65-74 yr,Weekly Rate,6.7
2022-23,2023-01-07,75-84 yr,Weekly Rate,13.6
2022-23,2023-01-14,1-4 yr,Weekly Rate,1.2
2022-23,2023-01-14,0-<1 yr,Cumulative Rate,113.0
2022-23,2023-01-14,5-17 yr,Cumulative Rate,28.0
2022-23,2023-01-14,5-11 yr,Cumulative Rate,36.0
2022-23,2023-01-14,Overall,Cumulative Rate,57.0
2022-23,2023-01-14,12-17 yr,Cumulative Rate,18.0
2022-23,2023-01-14,5-11 yr,Weekly Rate,0.5
2022-23,2023-01-14,Overall,Weekly Rate,1.3
2022-23,2023-01-14,Pediatrics,Weekly Rate,0.5
2022-23,2023-01-14,65-74 yr,Cumulative Rate,116.0
2022-23,2023-01-14,18-49 yr,Cumulative Rate,25.0
2022-23,2023-01-14,0-4 yr,Weekly Rate,1.3
2022-23,2023-01-14,18-29 yr,Cumulative Rate,23.0
2022-23,2023-01-14,0-<1 yr,Weekly Rate,1.8
2022-23,2023-01-14,Adults,Weekly Rate,1.5
2022-23,2023-01-14,Pediatrics,Cumulative Rate,41.0
2022-23,2023-01-14,0-4 yr,Cumulative Rate,81.0
2022-23,2023-01-14,12-17 yr,Weekly Rate,0.0
2022-23,2023-01-14,50-64 yr,Cumulative Rate,62.0
2022-23,2023-01-14,30-39 yr,Cumulative Rate,26.0
2022-23,2023-01-14,65-74 yr,Weekly Rate,2.8
2022-23,2023-01-14,75-84 yr,Cumulative Rate,207.0
2022-23,2023-01-14,65+ yr,Weekly Rate,4.1
2022-23,2023-01-14,75+ yr,Cumulative Rate,238.0
2022-23,2023-01-14,75+ yr,Weekly Rate,5.9
2022-23,2023-01-14,85+ yr,Weekly Rate,7.7
2022-23,2023-01-14,40-49 yr,Cumulative Rate,27.0
2022-23,2023-01-14,85+ yr,Cumulative Rate,321.0
2022-23,2023-01-14,40-49 yr,Weekly Rate,0.7
2022-23,2023-01-14,65+ yr,Cumulative Rate,165.0
2022-23,2023-01-14,Adults,Cumulative Rate,62.0
2022-23,2023-01-14,1-4 yr,Cumulative Rate,73.0
2022-23,2023-01-14,50-64 yr,Weekly Rate,1.6
2022-23,2023-01-14,5-17 yr,Weekly Rate,0.3
2022-23,2023-01-14,30-39 yr,Weekly Rate,0.4
2022-23,2023-01-14,75-84 yr,Weekly Rate,5.3
2022-23,2023-01-14,18-29 yr,Weekly Rate,0.4
